replicate,term,coefficient,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
96,b_M_vs_N,0.020029369333297825,True,138,0.002109868439582052,1204,1125
96,b_S_vs_N,-0.009702690739176987,True,138,0.002109868439582052,1204,1125
97,b_C_vs_N,-0.011323419063848077,True,130,0.0006257322900891094,1202,1125
97,b_M_vs_N,0.020236527742231617,True,130,0.0006257322900891094,1202,1125
97,b_S_vs_N,-0.0059867263202701354,True,130,0.0006257322900891094,1202,1125
98,b_C_vs_N,0.0002373820959513886,True,139,0.005826208010511813,1197,1125
98,b_M_vs_N,0.025267839097879986,True,139,0.005826208010511813,1197,1125
98,b_S_vs_N,0.004994203229554155,True,139,0.005826208010511813,1197,1125
99,b_C_vs_N,-0.01726528776572455,True,147,0.017820895913233353,1208,1125
99,b_M_vs_N,0.015072758867780481,True,147,0.017820895913233353,1208,1125
99,b_S_vs_N,-0.012318621773597487,True,147,0.017820895913233353,1208,1125
100,b_C_vs_N,-0.009844143449734269,True,149,0.009800836025974924,1189,1125
100,b_M_vs_N,0.03027092204722438,True,149,0.009800836025974924,1189,1125
100,b_S_vs_N,-0.011166118189755412,True,149,0.009800836025974924,1189,1125
101,b_C_vs_N,-0.011776265220399982,True,162,0.002636349212335881,1198,1125
101,b_M_vs_N,0.036609468073914575,True,162,0.002636349212335881,1198,1125
101,b_S_vs_N,-0.00024188590398071147,True,162,0.002636349212335881,1198,1125
102,b_C_vs_N,-0.005773255884272036,True,144,0.001447785406121671,1210,1125
102,b_M_vs_N,0.038173418053490046,True,144,0.001447785406121671,1210,1125
102,b_S_vs_N,-0.013316268129746801,True,144,0.001447785406121671,1210,1125
103,b_C_vs_N,-0.017069279779193258,True,132,0.0013725782291440503,1193,1125
