replicate,dimension,category_vs_moral,estimand,estimate,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
9,condition,C,comparison_slope,-0.06933454927236825,True,106,0.003653774105337959,1058,990
9,condition,C,difference,-0.06486153449719262,True,106,0.003653774105337959,1058,990
9,condition,S,base_slope,0.009039088117709737,True,106,0.003653774105337959,1058,990
9,condition,S,comparison_slope,-0.04824021955485638,True,106,0.003653774105337959,1058,990
9,condition,S,difference,-0.057279307672566115,True,106,0.003653774105337959,1058,990
9,game,C,base_slope,-0.06181400105038383,True,106,0.003653774105337959,1058,990
9,game,C,comparison_slope,-0.011714590414504622,True,106,0.003653774105337959,1058,990
9,game,C,difference,0.05009941063587921,True,106,0.003653774105337959,1058,990
9,game,S,base_slope,-0.035607864809016884,True,106,0.003653774105337959,1058,990
9,game,S,comparison_slope,0.009075457006446713,True,106,0.003653774105337959,1058,990
9,game,S,difference,0.0446833218154636,True,106,0.003653774105337959,1058,990
10,condition,C,base_slope,0.10455751248797762,True,104,0.0007895415006257123,1063,990
10,condition,C,comparison_slope,-0.04215454176588282,True,104,0.0007895415006257123,1063,990
10,condition,C,difference,-0.14671205425386044,True,104,0.0007895415006257123,1063,990
10,condition,S,base_slope,-0.0024241782901822605,True,104,0.0007895415006257123,1063,990
10,condition,S,comparison_slope,-0.07050070934202594,True,104,0.0007895415006257123,1063,990
10,condition,S,difference,-0.06807653105184368,True,104,0.0007895415006257123,1063,990
10,game,C,base_slope,-0.029012302820495793,True,104,0.0007895415006257123,1063,990
10,game,C,comparison_slope,-0.023716621029734097,True,104,0.0007895415006257123,1063,990
10,game,C,difference,0.005295681790761696,True,104,0.0007895415006257123,1063,990
10,game,S,base_slope,-0.053402757154300665,True,104,0.0007895415006257123,1063,990
10,game,S,comparison_slope,-0.008232638906249742,True,104,0.0007895415006257123,1063,990
10,game,S,difference,0.04517011824805092,True,104,0.0007895415006257123,1063,990
