subject_id,treatment_cell,b_S_vs_M,b_C_vs_M,n_substantive_hp,weight_M,weight_S,weight_C
market_control::kw::5da78f61a60c0d0017d6ed89,kw_market,0.14608206620423608,1.8884187659034177,4,0.25431484740743904,0.23174546075685382,0.5139396918357072
market_control::kw::5dad865e32175a0014451b20,kw_market,0.5742991243383134,0.8167578153638778,2,0.3248073706343514,0.43992347344366084,0.23526915592198783
market_control::kw::5dadbc8a7ac8810019838e8f,kw_market,0.2186367539700153,-0.44697842608572913,2,0.46499623044831656,0.4385800593998661,0.09642371015181735
market_control::kw::5db01e642282410011fc7f17,kw_market,-0.6299919164681198,-0.1569794490908893,1,0.5938281912698029,0.24402972373917484,0.16214208499102228
market_control::kw::5db77b2f181176000b66533c,kw_market,0.4168472469056265,1.0101966291546642,2,0.3292721817067561,0.3836917530752544,0.28703606521798947
market_control::kw::5dbb9407e0a6e81863526af7,kw_market,-1.043722508072386,-0.7498131096581379,3,0.7024873897499742,0.19114082377167665,0.1063717864783492
market_control::kw::5de7ca192294f172c699b7dc,kw_market,0.9909272381431925,-0.49705025404166203,4,0.31173264721138616,0.6261357443861264,0.062131608402487486
market_control::kw::5e0629a51d46070022c94ac9,kw_market,0.9909272381431924,-0.49705025404166203,4,0.31173264721138616,0.6261357443861264,0.062131608402487486
market_control::kw::5e1cf0eb65b6d3071f489de9,kw_market,0.9785446713276007,-0.21431840347950118,1,0.3075388735325705,0.6113055894527064,0.08115553701472313
market_control::kw::5e22fce6db62ba5aec3e53b1,kw_market,-0.6299919164681198,-0.1569794490908893,1,0.5938281912698029,0.24402972373917484,0.16214208499102228
market_control::kw::5e28b99e1aacba092acd8cbd,kw_market,-0.8719469655654314,-0.5698017106665189,2,0.6649177193452025,0.21458716473507733,0.12049511591972022
market_control::kw::5e42c26bcea1861491e28258,kw_market,0.6029202946487027,-0.44064000120475527,3,0.3870212514712637,0.5317956104413858,0.08118313808735049
market_control::kw::5e52b65a6c3d7d2bf47c7cab,kw_market,-1.043722508072386,-0.7498131096581379,3,0.7024873897499742,0.19114082377167665,0.1063717864783492
market_control::kw::5e532bad158f1d33b3473072,kw_market,-0.6299919164681198,-0.1569794490908893,1,0.5938281912698029,0.24402972373917484,0.16214208499102228
market_control::kw::5e57d38b533eec1818078f0b,kw_market,-0.02738281241373516,0.6167111284477519,3,0.42769103037168654,0.3206080606777029,0.2517009089506106
market_control::kw::5e64a02eb7d70b20f250b129,kw_market,1.5366254925818383,-0.283462189127118,3,0.2135461055421104,0.7335038904650879,0.05295000399280172
market_control::kw::5e64da5ac34e832466061bf8,kw_market,0.8979342125466696,-0.2215651947627225,1,0.3227361886628851,0.5927980305073176,0.08446578082979733
market_control::kw::5e83425144753905a3a17ad8,kw_market,0.1460820662042363,1.888418765903418,4,0.254314847407439,0.23174546075685387,0.5139396918357072
market_control::kw::5e90d908621d9b40667fc3d5,kw_market,0.04614262464923319,0.5818074442329818,3,0.42109424536210643,0.33906415372270005,0.2398416009151935
market_control::kw::5e9b1378b0f218000c570018,kw_market,1.2022912859674815,0.7192297118507233,4,0.24019528965730164,0.5997078888899551,0.16009682145274334
market_control::kw::5e9b85a506abba08c1bf0ae8,kw_market,0.7232529740272283,-0.0881228841443154,1,0.3511572520887027,0.5442014433946121,0.10464130451668531
market_control::kw::5e9f897c20320b000b1cc4cb,kw_market,-0.10173882954887792,-0.5751415481058965,3,0.5346763577127431,0.36808589364354605,0.09723774864371089
market_control::kw::5e9fefeb0ccdc51a4ad7632e,kw_market,-0.2949951866932475,0.2932161762430434,4,0.4997749796480755,0.28687535347996085,0.2133496668719636
market_control::kw::5ea06914c2b73202ae7a3f29,kw_market,-0.7741294111051655,1.1544989793370228,3,0.42706770271126715,0.15500884209912658,0.4179234551896063
market_control::kw::5ea0b332440c6a0a2b78b2df,kw_market,1.2349796847955923,-0.23321870766626215,2,0.26211962710161724,0.6697797971035736,0.06810057579480921
market_control::kw::5ea0c2ecb8640c0c0b56bc46,kw_market,0.2186367539700153,-0.44697842608572913,2,0.46499623044831656,0.4385800593998661,0.09642371015181735
market_control::kw::5ea18fee43087803c739ccef,kw_market,-1.2755361907618286,-0.8263823412190779,4,0.7372595162722781,0.1594433700422292,0.1032971136854927
market_control::kw::5ea25b82a46065174c689daa,kw_market,0.29258724139998127,-0.6322539097403327,4,0.45754031344006385,0.4634275053651886,0.07903218119474753
market_control::kw::5ea3f7021782d23892358af1,kw_market,0.28176043852724647,1.0458600563416023,2,0.34228471422590934,0.34976253363821586,0.3079527521358748
market_control::kw::5ea9cc9195f36c126a27d0a7,kw_market,0.4168472469056266,1.010196629154664,2,0.32927218170675615,0.38369175307525444,0.28703606521798947
market_control::kw::5eb326b506340e120aa20780,kw_market,0.7680560391688322,-0.18368019534120023,1,0.3461139343447936,0.5600017925974536,0.09388427305775271
market_control::kw::5eb517998224d338dd4e7ca4,kw_market,-0.620517142517343,0.6136413142586782,2,0.500154578033524,0.20934492022871157,0.2905005017377644
market_control::kw::5eb5f6d5e38e9f4e6c8dde3f,kw_market,-0.8719469655654314,-0.5698017106665189,2,0.6649177193452025,0.21458716473507733,0.12049511591972022
market_control::kw::5eba1056248e4a00088cd9da,kw_market,-1.119727452540171,-0.6454109161641152,3,0.7040554965238398,0.1778121198587273,0.11813238361743288
