frame_id,PROLIFIC_PID,treatment,Market,allocation_kept,share_sent,cell,substantive_classifications,hp,fitted_probability_M,fitted_probability_S,fitted_probability_C
56114aa67ffc8a000f81148d|lt|0,56114aa67ffc8a000f81148d,lt,0,6.0,0.5,lt_control,4,6.0,0.6963986685899355,0.193520220348297,0.11008111106176757
56114aa67ffc8a000f81148d|lt|0,56114aa67ffc8a000f81148d,lt,0,6.0,0.5,lt_control,4,8.0,0.4340541290144629,0.47771095228569643,0.08823491869984058
56114aa67ffc8a000f81148d|lt|0,56114aa67ffc8a000f81148d,lt,0,6.0,0.5,lt_control,4,12.0,0.21322207286148814,0.7381231557018059,0.048654771436706115
561bbdf9811d22000df3138a|kw|0,561bbdf9811d22000df3138a,kw,0,6.0,0.5,kw_control,4,4.0,0.558660691924327,0.34065656275237055,0.10068274532330242
561bbdf9811d22000df3138a|kw|0,561bbdf9811d22000df3138a,kw,0,6.0,0.5,kw_control,4,6.0,0.6963986685899355,0.193520220348297,0.11008111106176757
561bbdf9811d22000df3138a|kw|0,561bbdf9811d22000df3138a,kw,0,6.0,0.5,kw_control,4,8.0,0.4340541290144629,0.47771095228569643,0.08823491869984058
561bbdf9811d22000df3138a|kw|0,561bbdf9811d22000df3138a,kw,0,6.0,0.5,kw_control,4,12.0,0.21322207286148814,0.7381231557018059,0.048654771436706115
56504ecf1b3cda000f544e92|lt|1,56504ecf1b3cda000f544e92,lt,1,9.0,0.25,lt_market,1,4.0,0.5123610570563009,0.3292019650012901,0.15843697794240902
56504ecf1b3cda000f544e92|lt|1,56504ecf1b3cda000f544e92,lt,1,9.0,0.25,lt_market,1,6.0,0.6393721759462824,0.18721464178974315,0.17341318226397448
56504ecf1b3cda000f544e92|lt|1,56504ecf1b3cda000f544e92,lt,1,9.0,0.25,lt_market,1,8.0,0.3986482609986703,0.4623052667384717,0.13904647226285796
56504ecf1b3cda000f544e92|lt|1,56504ecf1b3cda000f544e92,lt,1,9.0,0.25,lt_market,1,12.0,0.19844453675993695,0.7238581635006992,0.07769729973936387
