task,context_id,rater_a,rater_b,pearson,spearman,mean_absolute_point_difference,total_variation_distance
within_game,T09,relative-agent-2,relative-agent-3,0.9043532779606073,0.8857142857142858,18.333333333333332,0.055
within_game,T10,relative-agent-1,relative-agent-2,0.9517925354466111,0.9523809523809524,10.0,0.04
within_game,T10,relative-agent-1,relative-agent-3,0.9238934032244334,0.9518763181059627,21.25,0.085
within_game,T10,relative-agent-2,relative-agent-3,0.8921462126203152,0.8916309815169778,22.5,0.09
within_game,T11,relative-agent-1,relative-agent-2,0.9266944916845397,0.8571428571428572,23.75,0.095
within_game,T11,relative-agent-1,relative-agent-3,0.7974368097706173,0.7273929674533081,47.5,0.19
within_game,T11,relative-agent-2,relative-agent-3,0.6852612644698102,0.8001322641986388,37.5,0.15
within_game,T12,relative-agent-1,relative-agent-2,0.9964563132712344,0.9880235200593538,12.5,0.05
within_game,T12,relative-agent-1,relative-agent-3,0.8804172667714857,0.8571428571428572,47.5,0.19
within_game,T12,relative-agent-2,relative-agent-3,0.902125150538462,0.8795819141991809,35.0,0.14
